2025-04-03T07:30:00.000Z;4043.1
2025-04-03T07:45:00.000Z;3996.7
2025-04-03T08:00:00.000Z;3959.4
2025-04-03T08:15:00.000Z;3752.6
2025-04-03T08:30:00.000Z;3688.4
2025-04-03T08:45:00.000Z;3661.8
2025-04-03T09:00:00.000Z;3669.8
2025-04-03T09:15:00.000Z;3217.6
2025-04-03T09:30:00.000Z;3283.2
2025-04-03T09:45:00.000Z;3333.0
2025-04-03T10:00:00.000Z;3372.0
2025-04-03T10:15:00.000Z;3078.0
2025-04-03T10:30:00.000Z;3112.0
2025-04-03T10:45:00.000Z;3133.2
2025-04-03T11:00:00.000Z;3146.6
2025-04-03T11:15:00.000Z;2922.1
2025-04-03T11:30:00.000Z;2919.7
2025-04-03T11:45:00.000Z;2921.7
2025-04-03T12:00:00.000Z;2929.2
2025-04-03T12:15:00.000Z;3077.7
2025-04-03T12:30:00.000Z;3075.0
2025-04-03T12:45:00.000Z;3090.0
2025-04-03T13:00:00.000Z;3123.1
2025-04-03T13:15:00.000Z;3281.8
2025-04-03T13:30:00.000Z;3330.9
2025-04-03T13:45:00.000Z;3374.0
2025-04-03T14:00:00.000Z;3419.8
2025-04-03T14:15:00.000Z;3691.9
2025-04-03T14:30:00.000Z;3809.8
2025-04-03T14:45:00.000Z;3844.7
2025-04-03T15:00:00.000Z;3806.4
2025-04-03T15:15:00.000Z;3750.0
2025-04-03T15:30:00.000Z;3778.3
2025-04-03T15:45:00.000Z;3805.1
2025-04-03T16:00:00.000Z;3832.6
2025-04-03T16:15:00.000Z;4079.3
2025-04-03T16:30:00.000Z;4083.0
2025-04-03T16:45:00.000Z;4086.6
2025-04-03T17:00:00.000Z;4090.6
2025-04-03T17:15:00.000Z;4086.5
2025-04-03T17:30:00.000Z;4086.2
2025-04-03T17:45:00.000Z;4091.8
2025-04-03T18:00:00.000Z;4103.5
2025-04-03T18:15:00.000Z;4123.5
2025-04-03T18:30:00.000Z;4126.7
2025-04-03T18:45:00.000Z;4128.9
2025-04-03T19:00:00.000Z;4131.6
2025-04-03T19:15:00.000Z;3944.9
2025-04-03T19:30:00.000Z;3947.6
